ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,01155,address.line3,"NEAR RAILWAY OVER BRIDGE, MUNGELI ROAD, USLAPUR","NEAR RAILWAY OVER BRIDGE, MUNGELI MAIN ROAD, USLAPUR"
Modified,02627,mobile,"8594829486, 6370125226",6370125226
Modified,03426,address.line3,ANJANI NAGAR,SUKHDEV NAGAR
Modified,03426,name,INDORE ANJANI NAGAR,INDORE SUKHDEV NAGAR
Modified,01939,address.line1,H.NO: 1-59/37/52/1,"H.NO: 20-M, PLOT NO 833 AND 834, HARMONY HEIGHTS"
Modified,01939,address.line2,"MADHAVANAGAR COLONY, BESIDE PADMAVATHI GASTRO HOSPITAL","ROAD NO: 3/5B, NEAR FLOWER PARK"
Modified,01939,address.line3,"NEAR SAI RANGA THEATRE, MIYAPUR","MATRUSRI NAGAR, MIYAPUR"
Modified,01939,coords,"['17.4947050000', '78.3607000000']","['17.4920340000', '78.3663690000']"
Modified,01939,contact,040- 23044617,
Modified,05574,address.line3,HALISAHAR,"NANNA GOVT. HOSPITAL ROAD, HALISAHAR"
Modified,00335,mobile,"9425364754,7869717617","9425364754, 7869717617"
Modified,00335,contact,07282-243381,
Modified,01031,mobile,"7735014886, 9114128243",7735014886
Modified,01031,contact,06752-240255,
Modified,02593,name,BASS,BASS (HISAR)
Modified,01927,address.line2,NEAR YADAV MARKET,NEAR YADAV MARKET ROAD
Modified,04480,email,,sukruli@bkivv.org
Modified,01915,address.line3,TAL:HANSI,TAL: HANSI
Modified,01915,contact,01663-254761,
Modified,00759,mobile,"8968089640, 9501337143","8968089640, 9417151540"
Modified,04459,mobile,"9827956485, 7691901010","9827956485, 9406353038"
Modified,04459,email,,lakhram@bkivv.org
Modified,00237,address.line1,'TAPASYA BHAWAN',"'TAPASYA BHAWAN', HOUSE NO.211"
Modified,00237,address.line2,NEAR KUTCH MITRA PRESS,"NEAR KUTCH MITRA PRESS, BEHIND INDRABAI PARK"
Modified,00237,address.line3,BEHIND INDRABAI PARK,
Modified,00818,mobile,9413323928,"9413323928, 8890431902"
Modified,04651,mobile,"9691751386, 8319171083",9691751386
Modified,04651,address.line2,BHAGAT SINGH MARG,"BHAGAT SINGH MARG, BEHIND JAIN DHARAMSHALA"
Modified,04651,address.line3,BEHIND JAIN DHARAMSHALA,
Modified,03622,mobile,"9921029304, 8600976807","9921029304, 9098527502"
Modified,00697,mobile,"9824492922,","9824492922, 8511972233"
Modified,00697,contact,0260- 2427586,
Modified,00697,name,VAPI,VAPI ANAND NAGAR
Modified,03232,mobile,"9837752528, 9837217166","9027058612, 8218922860"
Modified,00701,district,Krishna,Ntr
Modified,00701,district_id,14,7788
Modified,00274,mobile,"9712641974, 9106040869","9712641974, 9106040869, 9265946286"
Modified,00274,address.line1,"14, ATMA DARSHAN BHAWAN","H NO: 14, ATMA DARSHAN BHAWAN"
Modified,00176,contact,06758-250610,
Modified,02497,mobile,9823124356,7020098167
Modified,05473,district,West Godavari,East Godavari
Modified,05473,section,04600,02422
Modified,05473,district_id,5,10
Modified,03298,address.line2,OPP: NAY JAWAN NAY KISAN MANGAL KARYALAY,"OPP: JAI JAWAN JAI KISAN MANGAL KARYALAY, SABJI MANDI ROAD"
Modified,03161,contact,040- 27600080,
Modified,03453,district,Hyderabad,MEDCHAL-MALKAJGIRI
Modified,03453,district_id,423,5308
Modified,02877,name,NIALI,NIALI (CUTTACK)
Modified,00593,contact,040- 24511889,
Modified,02970,mobile,7816065816,"9113548101, 9686012540"
Modified,02970,address.line3,"VENKATEGOWDA NAGAR, TAL: HEBBAL KEMPAPURA","VENKATEGOWDA LAYOUT, TAL: HEBBAL KEMPAPURA"
Modified,02970,name,BENGALURU COFFEE BOARD LAYOUT,BENGALURU VENKATEGOWDA LAYOUT
Modified,03279,address.line2,MOHALLA: BARAHSAINI,BARAHSAINI GALI
Modified,02439,address.line2,PO.KAKATPUR,NEAR HANUMAN MANDIR
Modified,02439,address.line3,,PO:KAKATPUR
Modified,00987,address.line2,"NEAR PETROL PUMP, OFF: BELLAGUNTHA - BARAGAON ROAD","NEAR PETROL PUMP, MAIN ROAD"
Modified,00987,contact,6846-243627,
Modified,02273,mobile,6267116760,9993703680
Modified,02273,address.line2,"NEAR ARPIT NURSING HOME, TILAK NAGAR ROAD","TILAK NAGAR ROAD, NEAR POST OFFICE"
Modified,02273,contact,0731-2490338,
Modified,02176,mobile,"8758130802, 8758078203",8758078203
Modified,00257,address.line1,"PLOT NO. 31, SURVEY NO.10/2, BLOCK NO. A-1, 'VISHWA PRAKASH'","PLOT NO. 31, SURVEY NO.10/2, BLOCK NO. A-1, VISHWA PRAKASH"
Modified,00257,contact,02823-227080,
Modified,04532,address.line3,DAMODAR NAGAR,"INFRONT OF CHANDRAMUKHI GUEST HOUSE WALI GALI, DAMODAR NAGAR"
Modified,02446,district,Aurangabad,CHHATRAPATI SAMBHAJI NAGAR
Modified,02446,address.line1,"PLOT NO: 19, PRAKASH BHAWAN","PLOT NO: 19, RAJYOG BHAWAN"
Modified,02446,address.line2,SHIV SHANKAR COLONY,"SHIV SHANKAR COLONY, HIWARKHED ROAD"
Modified,02446,address.line3,HIWARKHED ROAD,
Modified,03500,mobile,"7607443878, 9336889500","7607449878, 9336889500"
Modified,05139,mobile,8763209224,9939697612
Modified,05139,address.line2,"NARASINGPUR HINDIL ROAD, SHALAPASI","NARASINGPUR HINDIL ROAD, SHALAPASI, NEAR PANCHYAT OFFICE"
Modified,05139,address.line3,"NEAR PANCHYAT OFFICE, PO: DEBHUIN",POST: DEBHUIN
Modified,03620,mobile,"9407406002, 8435962211",8319445535
Modified,01116,mobile,"9893578563, 6268094500",9893578563
Modified,01116,address.line2,"HANTHI BANDHAN, WARD NO: 10","HANTHI BANDHAAN, WARD NO: 10"
Modified,01116,email,,akaltara@bkivv.org
Modified,04445,mobile,7353190851,"7353190851, 7760676572"
Modified,00597,mobile,8639121272,"8639121272, 9121086384"
Modified,00597,contact,040- 24610969,
Modified,01079,mobile,"9825086345, 9879205345",9879205345
Modified,01079,address.line1,"'SHIV DARSHAN', NUVA GAM ROAD","'SHIV DARSHAN', PLOT NO: 24/25, NAVAGAM ROAD"
Modified,01079,address.line2,,SARSWATI SOCIETY
Modified,01079,address.line3,,NAYA BHACHAU
Modified,01079,address.city,BHACHAU ,BHACHAU
Modified,01079,contact,-,
Modified,01079,email,,bhachau@bkivv.org
Modified,01477,district,Krishna,Ntr
Modified,01477,district_id,14,7788
Modified,03019,email,,grc@bkivv.org
Modified,02281,mobile,"6265154139, 9754617331",6265154139
Modified,04861,mobile,"9764203809, 8605363474","9764203809, 8999260649"
Modified,04861,address.line1,H NO: 753,PLOT NO: 38/39
Modified,04861,address.line2,"SHAHID CHOWK, TARSA ROAD, KAMTHI","SAI NAGARI, GAHUHIWARA ROAD"
Modified,04861,address.line3,TAL: PARSHIONI,"MAUZA KANDRI KANHAN, KAMTHI, TAL: PARSHIONI"
Modified,04861,coords,"['21.2304180000', '79.2391610000']","['21.2314540000', '79.2462850000']"
Modified,03155,address.line1,"H.NO: 2202, H/O NAMDEV KAPGATE","H.NO: 2202, DURGA CHOWK"
Modified,03155,address.line2,SHIVAJI WARD,SHIVAJI WARD 16
Modified,03155,address.line3,MORGAON ROAD,"HATZADE STREET, ARJUNI MORGAON"
Modified,01014,mobile,9178665326,8917208307
Modified,01014,address.line1,"PLOT NO: 857, GADATORIHAN (GANGUA CHOWK)","PLOT NO: 857, GADATORIHAN GANGUA CHOWK"
Modified,02308,mobile,9717179221,"9873953441, 9717179221"
Modified,04835,contact,"0268-2521280, 2522280",0268-2522280
Modified,03508,mobile,8197292433,"8197292433, 8073609431"
Modified,02258,mobile,8788875876,"8788875876, 9730068679"
Modified,05288,address.line3,"NEAR RAMLEELA MAIDAN, SRI NAGAR","RAMLEELA MAIDAN ROAD, SRI NAGAR"
Modified,02845,mobile,"9981360551,9753083447","9981360551, 9098725502"
Modified,02845,address.line2,OPP: BRAHMANGAON SEWA SAMITI,"OPP: BRAHMANGAON SEWA SAMITI, BARWANI ROAD"
Modified,02750,district,Krishna,Eluru
Modified,02750,district_id,14,7786
Modified,02903,contact,022-28423036,
Modified,00041,address.line1,"'SHANTI SADAN', BLOCK-C","'SHANTI SADAN', BLOCK-C, C-1"
Modified,02276,mobile,"8720045931,7389076130",8720045931
Modified,02276,address.line3,CHANDPUR ROAD (BARODA HIGHWAY),"CHANDPUR ROAD, BARODA HIGHWAY"
Modified,01997,mobile,9347706852,"9347706852, 9885094637"
Modified,01997,district,MEDCHAL,MEDCHAL-MALKAJGIRI
Modified,02579,mobile,9414985226,"9414985226, 9785252807"
Modified,02981,address.line3,TAL: MAVAL,"SHIRGAON ROAD, TAL: MAVAL"
Modified,00594,address.line1,"H.NO: 1-1-230/25, PILLAR NO: 16","H.NO: 1-1-230/25, PILLAR NO: 1122"
Modified,04786,address.line1,H NO: 2-171/1,H NO: 5/56
Modified,04786,address.line2,NEAR MEE SEVA CENTRE,BC COLONY
Modified,04786,address.line3,GANGHAMITTA STREET,VARADHAIAH PALEM
Modified,04786,coords,"['13.5982773000', '79.9328176000']","['13.6010590000', '79.9355310000']"
Modified,04786,email,,varadaiahpalem@bkivv.org
Modified,03475,mobile,"8763700172, 7655990104",7848953002
Modified,00766,coords,"[None, None]","['29.8197575000', '75.8898166000']"
Modified,00247,address.line2,NEAR DIST.LIBRARY,"NEAR DIST. LIBRARY, BEHIND BAL BHAWAN"
Modified,00247,address.line3,,LOHARWADA
Modified,00247,contact,02875-253340,
Modified,00247,name,DIU,DIU LOHARWADA
Modified,00410,mobile,"6361510500, 9686903161",9686903161
Modified,00410,address.line2,PWD OFFICE ROAD,"PWD OFFICE ROAD, NEAR B.R. PATIL SCHOOL"
Modified,00410,address.line3,NEAR B.R. PATIL SCHOOL,
Modified,00410,contact,08477- 202795,
Modified,00410,name,ALAND,ALAND (KALABURAGI)
Modified,03088,mobile,"7723026496, 8827705684, 9617172005",7723026496
Modified,03088,name,BETMA,BETMA (INDORE)
Modified,00589,district,WARANGAL URBAN,HANUMAKONDA
Modified,00589,address.city,HANAMKONDA,HANUMAKONDA
Modified,00589,contact,0874-2579899,
Modified,00589,name,HANAMKONDA,HANUMAKONDA
Modified,02435,mobile,"9535206755, 8762894718","8762894718, 9535206755"
Modified,02435,address.line1,"27, 3RD MAIN",TIRUMALA WINDSOR MADHAVI FF1
Modified,02435,address.line2,VIJAYA LAYOUT,"5TH CROSS, VIJAYA BANK LAYOUT, NEAR AYYAPPA TEMPLE"
Modified,02435,address.line3,"BANNERGATTA ROAD, AREKERE","BILEKAHALLI POST, AREKERE"
Modified,02435,coords,"['12.8887910000', '77.6053100000']","['12.8911280000', '77.6070960000']"
Modified,02310,mobile,"9455213338, 9839109707","9455213338, 7905687160"
Modified,02310,contact,0535- 2210952,
Modified,01859,district,Krishna,Eluru
Modified,01859,district_id,14,7786
Modified,02049,mobile,"8457905424, 9439004782",6370211048
Modified,02049,address.line2,CUTTACK-PURI BY PASS ROAD,"CUTTACK-PURI BY PASS ROAD, NEAR NATIONAL COIR"
Modified,02049,address.line3,NEAR NATIONAL COIR,
Modified,02666,mobile,9167995261,"9167995261, 9167992967"
Modified,02666,address.line1,"AGARWAL NIMMIT TOWER-101,","FLAT NO: 101, AGARWAL NIMMIT TOWER, I - WING"
Modified,01360,address.line1,H.NO: 12-2-417/B-26,"H.NO: 12-2-417/B-26, HARMONY HOUSE"
Modified,01360,address.line2,NEAR VIJAYA BANK ATM.  SBI COLONY,SBI COLONY
Modified,01360,contact,040-23530173,
Modified,00770,address.line2,"NEAR BAS SADAN, NR.ZIRAKPUR-PARWANOO NH-22","NEAR BAL SADAN, NR.ZIRAKPUR-PARWANOO NH-22"
Modified,00770,email,panchkula@bkivv.org,sector12a.pkl@bkivv.org
Modified,04829,name,DASAI,DASAI (DHAR)
Modified,02998,mobile,9391303451,7997417477
Modified,03928,mobile,"8847620716, 9878381990",8847620716
Modified,03928,address.line1,SUKH SHANTI BHAWAN,"K NO: 576/562, SUKH SHANTI BHAWAN"
Modified,04171,email,,kaptipada@bkivv.org
Modified,04682,district,Krishna,Ntr
Modified,04682,district_id,14,7788
Modified,01150,contact,07701-202457,
Modified,02272,address.line2,"RAVI NAGAR, NEAR MATA MANDIR","RAVI NAGAR, NEAR MATA MANDIR, KHAJRANA ROAD"
Modified,03151,mobile,9465188094,"9465188094, 7973183874"
Modified,04454,district,Aurangabad,CHHATRAPATI SAMBHAJI NAGAR
Modified,02988,mobile,9494702597,"9494702597, 8949466487"
Modified,02988,address.line2,OPP:SHIREESHA SHOEMART,"NEAR RAJEEV CHOWK, 9TH LANE WEST, VELPUR ROAD"
Modified,02988,address.line3,VELPURE ROAD,
Modified,02988,section,04600,02988
Modified,03653,address.line2,DEVBHOG GARIYABAND MAIN ROAD,DEOBHOG GARIYABAND MAIN ROAD
Modified,01325,district,Aurangabad,CHHATRAPATI SAMBHAJI NAGAR
Modified,01325,address.line2,"R-27, MHADA COLONY","R-27, MHADA COLONY, BEHIND T.V CENTRE ROAD"
Modified,03477,mobile,8763490985,7848000832
Modified,03477,address.line2,NAGPUR-BHUBANESWAR ROAD,"NAGPUR-BHUBANESWAR ROAD, OPP: MAA GELABAI GARMENTS"
Modified,03477,address.line3,"OPP: MAA GELABAI GARMENTS, TAL: GOP",TAL: GOP
Modified,02987,email,,cherial@bkivv.org
Modified,00775,contact,01826-222378,
Modified,00938,address.line2,OFF: HANUMAN MANDIR ROAD,OPP: HANUMAN MANDIR ROAD
Modified,00938,contact,011-27531724,
Modified,04194,address.line3,YAGYA STHAL CHOWK,"YAGYA STHAL CHOWK, NAVAGARH ROAD"
Modified,05231,address.line2,NEHRU VIHAR,"NEHRU VIHAR, RING ROAD, TILAK NAGAR"
Modified,05231,address.line3,TILAK NAGAR,
Modified,03450,district,Krishna,Ntr
Modified,03450,district_id,14,7788
Modified,02557,mobile,9754617331,9755707695
Modified,01033,mobile,9040220763,"9040220763, 7008423236"
Modified,01033,contact,06796- 220763,
Modified,03676,mobile,"9644240706, 9009852538","9009852538, 9644240706"
Modified,03676,district,Bilaspur,Gaurela Pendra Marwahi
Modified,03676,district_id,148,7812
Modified,02126,mobile,7976760721,"7976760721, 9828606611"
Modified,00303,mobile,"9427082249,8980499657","9427082249, 8980499657"
Modified,00303,contact,02761-292344,
Modified,04042,district,JAYASHANKAR BHUPALPALLY,MULUGU
Modified,04042,district_id,5315,7860
Modified,02835,district,Krishna,Ntr
Modified,02835,district_id,14,7788
Modified,03535,mobile,9844625664,7026153320
Modified,03535,contact,08472-252720,
Modified,03655,address.line1,"H NO: 6, NAWAPARA ROAD","H NO: 6, SHIV SHAKTI BHAWAN"
Modified,03655,address.line2,NEAR BUNGLOW CHOWK,"NAWAPARA ROAD, NEAR BUNGLOW CHOWK"
Modified,04130,mobile,"9009903168,9754121019","9009903168, 8269477118"
Modified,04130,address.line1,H NO:190,"H NO:190, KANADIYA ROAD"
Modified,04130,address.line2,"KANADIYA ROAD, NEAR VARDANI CLOTH CENTRE","NEAR VARDANI CLOTH CENTRE, SEMLIA CHAU"
Modified,04130,address.line3,"SEMLIA CHAU, TEH: INDORE",TEH: INDORE
Modified,00227,contact,02874- 241126,
Modified,00264,address.line2,NEAR HONDA SHOW ROOM,"NEAR HONDA SHOW ROOM, JUNAGADH ROAD"
Modified,00264,address.line3,JUNAGADH ROAD,
Modified,00264,contact,"02871-236115, 232489",
Modified,02190,mobile,9393891246,"9393891246, 9494024165"
Modified,02468,mobile,8523816245,"8523816245,9246650666"
Modified,02468,contact,08727- 253066,
Modified,02166,mobile,"9871374006, 7015406033",9871374006
Modified,02166,address.line1,"39-A, MIANWALI COLONY",H.NO: 237
Modified,02166,address.line2,NEAR NEW RAILWAY ROAD,"NEW RAILWAY ROAD, SECTOR 12A"
Modified,02166,address.line3,ADARSH NAGAR,GURUGRAM
Modified,02166,coords,"['28.4686161000', '77.0295557000']","['28.4695500000', '77.0296500000']"
Modified,02166,contact,0124-3292772,
Modified,02166,name,GURUGRAM ADARSH NAGAR,GURUGRAM SECTOR 12A
Modified,04755,mobile,"8626922464,7876253488","8626922464, 7876253488"
Modified,05240,district,West Godavari,Eluru
Modified,05240,district_id,5,7786
Modified,02830,district,ANANTAPUR,Sri Sathya Sai
Modified,02830,district_id,7,7791
Modified,00592,mobile,9396457389,"9396457389, 9492703389"
Modified,00592,address.line1,"H.NO: 1-56/2/D, RAJYOGA BHAWAN","H.NO: 1-56/2/D/F1, RAJYOGA BHAVAN"
Modified,00703,contact,0891-2538749,0891-4800243
Modified,00182,mobile,09437022409,9437022409
Modified,00182,address.line2,RAMCHANDI SAHI,"RAMCHANDI SAHI ROAD, NEAR GIRLS HIGH SCHOOL"
Modified,00182,contact,"06752-222409, 228456",
Modified,00167,address.line2,NEAR SOVANIYA SCHOOL,"NEAR SOVANIYA SCHOOL, JUNEI ROAD"
Modified,01361,mobile,"9705154916, 9000169666","9705154916, 9742858112"
Modified,05290,address.line1,AVASTHI JI BAG WALE,"H.NO:195, AVASTHI JI BAGH WALE"
Modified,02110,mobile,9662990928,"9662990928, 9152213897"
Modified,02110,contact,022-28959021,
Modified,00869,mobile,09450143811,9450143811
Modified,00869,contact,05192-226285,
Modified,00279,address.line1,"""GYAN SARITA"", PLOT NO.34,35,36,","""GYAN SARITA"", PLOT NO.34,35,36"
Modified,00279,address.line2,GAYATRI SOCIETY,"GAYATRI SOCIETY, BRAHMA KUMARIS MARG, BAROI ROAD"
Modified,00279,address.line3,"BRAHMA KUMARIS MARG, BAROI ROAD",
Modified,00279,contact,02838-222580,
Modified,04361,district,Hyderabad,RANGAREDDY
Modified,04361,district_id,423,20
Modified,03268,address.line1,VANIAVAD MOHALLA,"H.NO: 270, VANIAVAD MOHALLA"
Modified,03268,address.line3,TALUK: KATLAL,AHMEDABAD- KATLAL ROAD
Modified,03268,email,,chippdi@bkivv.org
Modified,00702,district,Krishna,Ntr
Modified,00702,district_id,14,7788
Modified,03062,address.line1,"234, GANESHPURI COLONY","H NO: 234, GANESHPURI COLONY"
Modified,03062,address.line2,NEAR KHAJRANA GANESH MANDIR,"KHAJRANA MAIN ROAD, NEAR GANESH MANDIR"
Modified,03669,mobile,"9131913431, 9977323738",9131913431
Modified,03669,address.line2,OPP: SARASWATI SISHU MANDIR,"OPP: SARASWATI SISHU MANDIR, NEAR BAZAR CHOWK"
Modified,03669,address.line3,"NEAR BAZAR CHOWK, TAL: CHHURU",TAL: CHHURU
Modified,00612,address.line1,'GYANKUNJ BHAWAN',"H.NO:20, GYANKUNJ BHAWAN"
Modified,00612,address.line2,SANTOSHI MATA COLONY,"W.NO:64, SANTOSHI MATA COLONY"
Modified,00612,address.line3,,BYPASS ROAD
Modified,05360,address.line2,"THOTA STREET, HIGH SCHOOL ROAD",THOTA STREET
Modified,05360,address.line3,,HIGH SCHOOL ROAD
Modified,01426,address.line1,'VIRATH DARSHAN DIVYA KALA DALAN',"'VIRATH DARSHAN DIVYA KALA DALAN', SURVEY NO. 125/2B/2/1A"
Modified,01426,address.line2,SURVEY NO. 125/2B/2/1A,"NEW KUMBHAR GALLI, NEW SOLAPUR ROAD"
Modified,01426,address.line3,"NEW KUMBHAR GALLI, NEW SOLAPUR ROAD",
Modified,01426,contact,02186-229520,
Modified,00422,mobile,9448462419,8618300837
Modified,00422,address.line2,OM SHANTI NAGAR,BASAWESHWAR NAGAR
Modified,00422,address.line3,NEAR COURT ROAD,COURT ROAD
Modified,00422,contact,08479-243171,
Modified,00422,email,,shahapur.ka@bkivv.org
Modified,00422,name,SHAHAPUR OM SHANTI NAGAR,SHAHAPUR BASAWESHWAR NAGAR
Modified,05069,mobile,9050610958,"9050610958, 9729017901"
Modified,04908,mobile,7986816663,"7986816663, 8968789247"
Modified,04908,address.line1,H.NO: 16D,"H.NO: 11, MAHADANI BHAWAN"
Modified,04908,address.pincode,147001,147005
Modified,04908,address.line2,"RANBIR MARG, NEAR MODEL TOWN POLICE STATION","SHIVAY ROAD, MAJATHIA ENCLAVE, NEAR PHATAK NO : 24"
Modified,04908,address.line3,MODEL TOWN,DHAMO MAJRA
Modified,04908,coords,"['30.3450110000', '76.3738020000']","['30.3427070000', '76.3571650000']"
Modified,04908,name,PATIALA MODEL TOWN,PATIALA MAJATHIA ENCLAVE
Modified,01693,address.line2,"BEHIND RAMMNI MARKET, VIRANI ROAD","BEHIND RAMMNI MARKET, VIRANI ROAD, ANAND NAGAR"
Modified,01693,address.line3,ANAND NAGAR,
Modified,01693,contact,02835-223636,
Modified,01693,email,,nakhatrana@bkivv.org
Modified,02174,address.line2,OPP.BANK OF INDIA,"OPP.BANK OF INDIA, SHIKSHAK NAGAR"
Modified,02174,address.line3,NEAR MODREN  SCHOOL,
Modified,00226,contact,02871-258603,
Modified,05014,mobile,"9026138660, 7307416673",9026138660
Modified,02140,district,West Godavari,Eluru
Modified,02140,district_id,5,7786
Modified,02140,name,ELURU,ELURU (AP)
Modified,00302,address.line1,JAWAHAR SOCIETY,"JAWAHAR SOCIETY, STREET NO.3"
Modified,00302,address.line2,OPP. TALUK PANCHAYAT OFFICE,"OPP: TALUK PANCHAYAT OFFICE, NEAR BUS STATION"
Modified,00302,address.line3,NEAR ST STATION,
Modified,00302,contact,02826-220507,
Modified,02646,mobile,,9427568886
Modified,02646,address.line1,JAYMIN COMPLEX,"JAYMIN COMPLEX, FLAT NO: 2"
Modified,02646,address.line2,OPP: LOHANA MAHAJAN WADI,"OPP: LOHANA MAHAJAN WADI, JUNAVAS"
Modified,02646,address.line3,JUNAVAS,
Modified,02646,contact,02832-240735,
Modified,00819,address.line1,'PAWAN DHAM',PAWAN DHAM
Modified,02822,address.line3,TALAPARA,"TALAPARA MARG, TALAPARA"
Modified,00155,name,IMPHAL,IMPHAL KWAKEITHEL MOIRANG PUREL
Modified,03855,address.line2,NEAR ADARSA VIDYALAYA,"NEAR ADARSA VIDYALAYA, ADARSH VIDYALAYA ROAD"
Modified,00409,address.line2,NEAR BASAWESHWAR CHOWK,"NEAR BASAWESHWAR CHOWK, AKKAMAHADEVI NAGAR"
Modified,00409,address.line3,AKKAMAHADEVI NAGAR,
Modified,00409,contact,8470-283126,
Modified,00651,mobile,9421756469,"9421756469, 7218162086"
Modified,00651,address.line1,"'SADBHAVNA BHAWAN', SADBHAVNA MARG","SADBHAVNA BHAWAN, SADBHAVNA MARG"
Modified,03987,mobile,"8147405044,  8548962152","8147405044, 8548868073"
Modified,00318,address.line2,"APNA NAGAR, OPP-SMRUTI PARK","APNA NAGAR, OPP-SMRUTI PARK, NEAR BUS STAND ROAD"
Modified,00318,address.line3,TAL-BIAORA,
Modified,00052,name,DELHI LAXMI NAGAR,DELHI LAXMI NAGAR VIKAS MARG
Modified,00040,address.line2,BEHIND EXPRESS MARKET,"BEHIND EXPRESS MARKET, DILSHAD COLONY MARG"
Modified,01074,mobile,"9428758292,8735977312","9428758292, 9265785546"
Modified,01074,contact,02634-270737,
Modified,02554,address.line2,NEAR SACCHE DARBAR GURUDWARA,"NEAR SACCHE DARBAR GURUDWARA, KET ROAD"
Modified,01935,address.line1,BRAHMA KUMARIS,"KHASRA NO: 375/1 K, NEAR AXIS BANK"
Modified,01935,address.line2,"THAKUR SHOBHA SINGH COLONY, NEAR AXIS BANK",THAKUR SHOBHA SINGH COLONY
Modified,01935,address.line3,WARD NO: 8,"WARD NO: 8, RAIGARH ROAD"
Modified,01935,email,parthalgaon@bkivv.org,pathalgaon@bkivv.org
Modified,02568,name,MOSHI,MOSHI (PUNE)
Modified,01478,district,Krishna,Ntr
Modified,01478,district_id,14,7788
Modified,00350,mobile,"9009238221, 8319642750",9009238221
Modified,00350,address.line2,NEAR SENDHWA PUBLIC SCHOOL,"NEAR SENDHWA PUBLIC SCHOOL, SHIVA COLONY"
Modified,00350,address.line3,SHIVA COLONY,
Modified,00315,contact,01482- 223110,
Modified,05475,name,DADRA,DADRA VAPI ROAD
Modified,03061,mobile,8250416961,"6296663955, 7001548347"
Modified,04785,address.line1,"SERVEY: 606/1, ""AMRIT SAROVAR""","SERVEY: 606/1, AMRIT SAROVAR"
Modified,04785,address.line2,"NEAR AIRPORT, SRINIVAS SARADAGI","NEAR AIRPORT ROAD, SRINIVAS SARADAGI"
Modified,01102,address.line2,"BOATING ROAD, OPP: DORMITORY",NOTIFIED AREA
Modified,01102,address.line3,NEAR INSPECTION BUNGALOW,BOATING ROAD
Modified,01102,contact,02631- 237339,
Modified,01102,email,,saputara@bkivv.org
Modified,00162,mobile,9439046445,"9439046445, 9348980282"
Modified,00162,contact,06758-231667,
Modified,00321,contact,07292-232938,
Modified,05170,mobile,"8850962874, 9082324436","8169386865, 7020999688"
Modified,05170,address.line1,H NO: 1/1,"SURVEY NO: 10/9/1/2, PRAKASHMANI PARK"
Modified,05170,address.line2,KALYAN MURBAD ROAD,"KALYAN MURBAD HIGHWAY ROAD, NEAR NISARG HOTEL"
Modified,05170,address.line3,"OPP: KAUSHAL TRADERS, TAL: MURBAD","KISHORE GAON, TAL: MURBAD"
Modified,05170,coords,"['19.2570690000', '73.3437890000']","['19.2574480000', '73.3483980000']"
Modified,02182,contact,08569-287011,
Modified,05309,address.line1,"CA-50/1, SUKH SHANTI BHAWAN, BSES RAJDHANI ROAD","H.NO: 65, SUKH SHANTI BHAWAN, GROUND FLOOR"
Modified,05309,address.line2,"GROUND FLOOR, NEAR RATTAN DIARY","FOUR STOREY, VISHAL ENCLAVE BLOCK, NEAR PRATIBHA VIDYALAYA"
Modified,05309,address.line3,"TAGORE GARDEN, DELHI","SHIV MANDIR ROAD, TAGORE GARDEN EXTENSION"
Modified,05309,coords,"['28.6461509000', '77.1140850000']","['28.6484240000', '77.1169760000']"
Modified,01021,name,JAGAI (BALIAPALA),JAGAI (BALASORE)
Modified,03150,mobile,"9501337143, 9216442953","9216442953, 9530516429"
Modified,03150,contact,0161-2171429,
Modified,02277,address.line2,"POLICE THANE KE PICHE , BLOCK COLONY","POLICE LINE KE PICHE , BLOCK COLONY, BRAHMAKUMARIS MARG"
Modified,05155,address.line2,SINGJAMEI PUKHRAMBAM KEIKAI,"SINGJAMEI PUKHRAMBAM ROAD, KEIKAI"
Modified,01857,district,Guntur,Palnadu
Modified,01857,address.line3,"ARUNDALPET , NARASARAOPET","ARUNDALPET, NARASARAOPET"
Modified,01857,district_id,11,7789
Modified,00174,contact,06721-270214,
Modified,02385,address.line2,ANJALI PARK SOCIETY,"ANJALI PARK SOCIETY, AIRPORT ROAD"
Modified,02192,district,WARANGAL URBAN,HANUMAKONDA
Modified,00606,contact,0884- 2346473,
Modified,03222,mobile,"9098273533, 8085679321",9098273533
Modified,03222,address.line2,NEMEWAR ROAD,"NEMEWAR ROAD, OPP: MATAJI MANDIR"
Modified,00316,address.line2,"CHOTI PULIYA KE PASS, R.K.COLONY","CHOTI PULIYA KE PASS, R.K.COLONY, ARIHANT BHAWAN ROAD"
Modified,00507,mobile,8904058409,9535668944
Modified,05181,mobile,"7625028795, 9705154916","7625028795, 9110296544"
