ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,02030,name,PIPLI,PIPLI (KURUKSHETRA)
Modified,02030,address.city,PIPLI,PIPLI (KURUKSHETRA)
Modified,05326,name,KOLE,KOLE (SATARA)
Modified,05326,address.city,KOLE,KOLE (SATARA)
Modified,05244,name,IEEJA,IEEJA (JOGULAMBA GADWAL)
Modified,05244,address.city,IEEJA,IEEJA (JOGULAMBA GADWAL)
Modified,05516,section,02267,01406
Modified,04741,address.line1,GYAN UDAY BHAWAN,"GYAN UDAY BHAWAN, H NO: 552"
Modified,02094,contact,020-64150403,
Modified,02094,address.line3,"LAXMI NAGAR, LINK ROAD,TEH: HAVELI",TEH: HAVELI
Modified,02094,address.line2,BRAHMA KUMARIS MARG,"BRAHMA KUMARIS MARG, LAXMI NAGAR, LINK ROAD"
Modified,00114,name,SONEPAT MODEL TOWN,SONIPAT MODEL TOWN
Modified,00114,address.city,SONEPAT,SONIPAT
Modified,05558,address.line3,SAMPTCHAK BLOCK ,SAMPTCHAK BLOCK
Modified,05558,email,,sampthchak.pat@bkivv.org
Modified,01783,contact,06853- 223888,
Modified,04185,name,ORANG,ORANG (UDALGURI)
Modified,04185,address.city,ORANG,ORANG (UDALGURI)
Modified,03084,contact,02328-222595,
Modified,01249,contact,08183-229404,
Modified,01249,mobile,"9964819194, 9481067294",9113239096
Modified,02158,name,SANDI,SANDI (HARDOI)
Modified,02158,address.city,SANDI,SANDI (HARDOI)
Modified,05505,email,,hospitalroad.ppn@bkivv.org
Modified,01877,coords,"['27.1455934000', '79.5052363000']","['27.1454540000', '79.5026240000']"
Modified,01877,address.line3,INDRA NAGAR,RAJENDRA NAGAR
Modified,01877,address.line1,"HOUSE OF R.P.MISHRA, H.NO: 25/82","HOUSE OF KAMINI RATHORE, KHASRA NO: 20"
Modified,01877,address.line2,NEAR GOVERNMENT HOSPITAL,"NEAR BAJARIYA GAUSHALA, BAJARIYA MOHALLA"
Modified,01877,mobile,9452616623,7007909943
Modified,04311,name,JAMUI,JAMUI (BHR)
Modified,04311,address.city,JAMUI,JAMUI (BHR)
Modified,01860,contact,02452-23415,
Modified,01860,mobile,9421462264,"9421462264, 7020372969"
Modified,02103,name,BIJNI,BIJNI (CHIRANG)
Modified,02103,address.city,BIJNI,BIJNI (CHIRANG)
Modified,03496,address.line3,,NARAYAN NAGAR
Modified,03496,address.line1,WARD NO: 2,H.NO: 401
Modified,03496,address.line2,NARAYAN NAGAR,WARD NO: 2
Modified,04890,coords,"['17.9442840000', '74.0526910000']","['17.9433650000', '74.0508430000']"
Modified,04890,address.line3,TAL: KOREGAON,"WADGA, TAL: KOREGAON"
Modified,04890,address.line1,H NO: 19250,H NO: 354
Modified,04890,address.line2,BUS STOP ROAD,"BEHIND MAHADEV MANDIR, CHAVNESHWAR ROAD"
Modified,04036,address.line3,ASHA NAGAR,"NAGAR PALIKA ROAD, ASHA NAGAR"
Modified,04036,mobile,9918049207,"9918049207, 9569992378"
Modified,03732,address.line3,,B.K.PUBLIC SCHOOL WALI GALLI
Modified,03732,address.line2,NEAR  B.K.PUBLIC SCHOOL WALI GALLI,NEAR SHANI MANDIR
Modified,02647,name,THARA,THARA (BANASKANTHA)
Modified,02647,address.city,THARA,THARA (BANASKANTHA)
Modified,02647,address.line1,"'PAVAN DHAM', TAXASHILA SOCIETY","PAVAN DHAM, TAXASHILA SOCIETY"
Modified,01980,name,DUMKA,DUMKA (JH)
Modified,01980,address.city,DUMKA,DUMKA (JH)
Modified,04526,mobile,9451471834,"9451471834, 8299325259"
Modified,02911,coords,"['24.2286940000', '83.0489050000']","['24.2301930000', '83.0485330000']"
Modified,02911,address.line3,MURDHAWA,RENUKUT
Modified,02911,address.line1,OPP: BABAJI PETROL PUMP,"SHREYA COMPLEX, OPP: GOVIND PETROL PUMP"
Modified,02911,address.line2,DR. ANURADHA KHEMKA WALI GALI,MURDHAWA ROAD
Modified,02911,email,,renukutmurdhawa@bkivv.org
Modified,01508,contact,01675- 224160,
Modified,01508,name,DHURI,DHURI (SANGRUR)
Modified,01508,address.city,DHURI,DHURI (SANGRUR)
Modified,01508,mobile,9815030848,7973267207
Modified,02125,contact,07749- 212003,
Modified,02940,name,ROING,ROING (LOWER DIBANG VALLEY)
Modified,02940,address.city,ROING,ROING (LOWER DIBANG VALLEY)
Modified,01138,contact,07741- 232350,
Modified,01138,address.line1,SHIV JYOTI BHAWAN,"KHASRA NO: 79/15, SHIV JYOTI BHAWAN"
Modified,01138,mobile,"7828201076, 8349353638",8827342482
Modified,04261,contact,033-25862822,
Modified,04803,coords,"['22.7505020000', '88.3372380000']","['22.7553110000', '88.3365820000']"
Modified,04803,address.line3,G.T. ROAD,SERAMPORE
Modified,04803,address.line1,"H NO: 104/G, PARULALAY","H NO: 35/C/10, RAJYOGA BHAWAN"
Modified,04803,address.line2,NEAR GOPINATH SAHA BRIDGE (BELTING BAZAR SIDE,RAJA RAMMOHAN ROY SARANI
Modified,04803,mobile,7003144850,6289378488
Modified,01194,name,RAJAM,RAJAM (SRIKAKULAM)
Modified,04247,address.line3,MATHURA REFINERY NAGAR,"ADUKI ROAD, MATHURA REFINERY NAGAR"
Modified,04247,address.line2,NEAR SWARNA JAYANTI HOSPITAL,"KRISHNA VIHAR, NEAR SWARNA JAYANTI HOSPITAL"
Modified,04247,email,gopalpura.mat@bkivv.org,refinerynagar.mat@bkivv.org
Modified,04247,mobile,"8650720032, 8882550488","8650720032, 8650582383"
Modified,01893,contact,03759- 241683,
Modified,02074,contact,01743- 224100,
Modified,02626,contact,0761-4076722,
Modified,02626,address.line3,"OLD R.T.O ROAD, SOUTH CIVIL LINES",SOUTH CIVIL LINES
Modified,02626,address.line2,GOVIND BHAWAN COLONY,"GOVIND BHAWAN COLONY, OLD R.T.O ROAD"
Modified,03097,address.line3,TEH: BIDHUNA,"BIDHUNA ROAD, TEH: BIDHUNA"
Modified,00726,contact,01668-223655,
Modified,00726,address.line3,WARD NO. 3,
Modified,00726,address.line2,BRAHMA KUMARIS STREET,"BRAHMA KUMARIS STREET, WARD NO. 3"
Modified,01344,contact,02585- 246463,
Modified,01344,email,,faizpur@bkivv.org
Modified,03606,coords,"['22.9050930000', '78.0178826000']","['22.8890040000', '77.9554550000']"
Modified,03606,address.line1,"H.NO: 178, HOUSE OF SRI NARAYAN SINGH CHOWHAN","H.NO: 84, SHIV VARDANI BHAWAN"
Modified,03606,address.line2,KUTNASIR ROAD,AMON BAKTARA
Modified,04631,address.line3,SHIVNAGARI,"MAIN ROAD, SHIVNAGARI"
Modified,04484,coords,"['22.2059620000', '86.8973250000']","['22.1981020000', '86.8979230000']"
Modified,04484,address.line3,TEH: JHARGRAM,GOPIBALLAVPUR
Modified,04484,address.line1,PLOT NO: 975,GOPESWAR DHAM
Modified,04484,address.pincode,721101,721506
Modified,04484,address.line2,NEAR SUBARNAREKHA COLLEGE ROAD,"BARGI DANGA, DAKSHIN PALLI"
Modified,00663,mobile,,"9421249126, 8805066084"
Modified,00009,name,GUNA,GUNA (MP)
Modified,01338,mobile,"9730318500, 9420721349","9420721349, 9834193563"
Modified,00314,email,bhilai@bkivv.org,sector7.bhi@bkivv.org
Modified,01144,contact,07700-251367,
Modified,01144,email,dhamtari@bkivv.org,bknagricg@gmail.com
Modified,01144,mobile,"8815166545, 9131323971",8815166545
Modified,00596,mobile,"9490745839, 7976387004","9490745839, 9553146570"
Modified,03058,mobile,9430918537,"9430918537, 9110127506"
Modified,03058,section,00171,03058
Modified,01139,contact,07759- 232253,
Modified,01139,address.line1,DIAMOND JUBLEE BHAWAN,"DIAMOND JUBLEE BHAWAN, H NO: 8 IG-341"
Modified,04904,address.line2,"OPP: HI-TECH PLAZA, KALYAN VIHAR, PHASE-1","OPP: HI-TECH PLAZA, KALYAN VIHAR, PHASE-1, ROAD 2"
Modified,04477,address.line3,KADMA MARKET,KADMA MARKET ROAD
Modified,00471,contact,8222-252259,
Modified,04900,coords,"['21.0877830000', '79.9893400000']","['21.1028890000', '79.9894210000']"
Modified,04900,address.line3,"CIVIL WARD NO: 1, NH-6",KHAIRLANJI
Modified,04900,address.line1,"H NO: 225, BEHIND POLICE STATION","H NO: 231, SHIVPUSHPA SMRITI BHAWAN"
Modified,04900,address.line2,NEAR DR. RAJU KAPGATE HOSPITAL,YEKODI ROAD
Modified,04900,mobile,"8999337044, 8788190622","8999337044, 8010906792"
Modified,03379,coords,"['18.0129140000', '77.0041460000']","['18.0128030000', '77.0039640000']"
Modified,03379,address.line1,"H NO: 8-142, GURUNATH SHIVARUDRAPPA","H NO: 8-142/1, OM SHANTI BHAVAN"
Modified,03379,mobile,9972299463,"9972299463, 9113037562"
Modified,03543,name,GOMOH,GOMOH (DHANBAD)
Modified,03543,address.city,GOMOH,GOMOH (DHANBAD)
Modified,03514,address.line3,DHAMANGAON ROAD,
Modified,03514,address.line1,PLOT NO: 9,"PLOT NO: 9, DIVY PRAKASH BHAWAN"
Modified,03514,address.line2,DIVY PRAKASH BHAWAN,VIDGAON ROAD
Modified,03514,mobile,"9960977816, 8459260716",9960977816
Modified,02614,name,BORDI,BORDI (PALGHAR)
Modified,02614,address.city,BORDI,BORDI (PALGHAR)
Modified,02365,contact,02870-285608,
Modified,02173,address.line1,ATMA JYOTI BHAWAN,"ATMA JYOTI BHAWAN, PLOT NO: 410, KHATA NO: 113"
Modified,02173,mobile,8018380964,"8763478655, 9439030166"
Modified,05207,coords,"['26.6024300000', '79.4673680000']","['26.6032590000', '79.4687510000']"
Modified,05207,address.line3,DIBIYAPUR ROAD,"DIBIYAPUR ROAD, PHAPHUND"
Modified,05207,address.line1,H NO: 62,H/O: ARANDU GUPTA
Modified,05207,address.line2,CHAMANGANJ MOHALLA,NEAR GAS AGENCY
Modified,05207,mobile,"8077118282,  9756708195",8077118282
Modified,04170,coords,"['17.5924310000', '74.2000630000']","['17.5927600000', '74.2007420000']"
Modified,04170,address.line3,"ROKADESHWAR LN, TAL: KOREGAON","RAHIMATPUR, TAL: KOREGAON"
Modified,04170,address.line1,"H NO: 1293/2/2A, SHIVALAY","SURVEY NO: 1146, YASHWANT BUILDING"
Modified,04170,address.line2,"NEAR ADARSHA VIDYALAYA, DATTANAGAR","NEW PAWAR WADA, NEAR MALI GALI"
Modified,04170,mobile,"7776865557,  9423827563","7776865557, 9423827563"
Modified,02351,contact,0731-4213291,
Modified,02082,address.pincode,276138,276140
Modified,02082,mobile,"9455111368, 7991719548",7800867510
Modified,01195,contact,08565-248348,
Modified,01195,address.line2,NEAR RTC BUS STAND,"NEAR RTC BUS STAND, BALAJI ROAD"
Modified,04414,address.line2,"OPP: TIVOLI GARDEN, CHATTARPUR","OPP: TIVOLI GARDEN, CHATTARPUR ROAD"
Modified,03973,section,00171,03058
Modified,02966,name,KAIRU,KAIRU (BHIWANI)
Modified,02966,address.city,KAIRU,KAIRU (BHIWANI)
Modified,02966,address.line2,"NEAR BHARTIYA SCHOOL, OFF: MDR 110","NEAR BHARTIYA SCHOOL, OPP: MDR 110 ROAD"
Modified,02966,mobile,"9812866011, 9034576065",9812866011
Modified,00443,mobile,"9242376567, 9480122912","8431332977, 9480122912"
Modified,04373,name,BANDA,BANDA (SAGAR)
Modified,04373,address.city,BANDA,BANDA (SAGAR)
Modified,04873,name,TAL,TAL (RATLAM)
Modified,04873,address.city,TAL,TAL (RATLAM)
Modified,03715,mobile,"9451875638, 9838749949,7651849599","8887999028, 9451875638"
Modified,00916,name,BINA,BINA (SAGAR)
Modified,00916,address.line1,GYAN GANGA BHAVAN,"H NO: 327, GYAN GANGA BHAVAN"
Modified,01045,email,,naharlagun@bkivv.org
Modified,05131,address.line3,GOPALPUR PAL COLONY,"GOPALPUR ROAD, PAL COLONY"
Modified,04780,address.line2,NEAR MAHINDRA COMPANY,"NEAR MAHINDRA COMPANY, CHANKAN TALAWADE ROAD"
Modified,03919,coords,"['14.4656137000', '78.8188129000']","['14.4652400000', '78.8197200000']"
Modified,03919,address.line3,BALAJI NAGAR,BALAJI NAGAR - 2
Modified,03919,address.line1,"D NO:45/410, HOUSE OF HARI KUMARI",D NO:45/398-5
Modified,03919,address.line2,NEAR BY REGISTER OFFICE,ROAD NO : 2
Modified,03919,mobile,"9491940656, 9491930656",9491940656
Modified,00982,name,ARRAH,ARRAH (BHOJPUR)
Modified,00982,address.city,ARRAH,ARRAH (BHOJPUR)
Modified,03567,name,KAUL,KAUL (KAITHAL)
Modified,03351,name,EGRA,EGRA (PURBA MEDINIPUR)
Modified,03351,address.city,EGRA,EGRA (PURBA MEDINIPUR)
Modified,00595,contact,040- 24554056,
Modified,00595,address.line3,"AKBARBAGH, DAYANAND NAGAR, NEW MALAKPET","AKBARBAGH, PALTAN ROAD, DAYANAND NAGAR, NEW MALAKPET"
Modified,00595,address.line1,"INDRAPRASTH BHAWAN, H.NO: 16-2-147/1/1","H.NO: 16-2-147/1/1, INDRAPRASTH BHAWAN"
Modified,00595,mobile,"9396523404, 8331866701","9396523404, 7989959086"
Modified,01053,name,RAMGARH CANTT,RAMGARH (JH)
Modified,01053,address.line3,NEAR TRICON SHIVALAYA MANDIR,
Modified,01053,address.city,RAMGARH CANTT,RAMGARH (JH)
Modified,01053,address.line1,"SHREE RAJ COMPLEX, 1ST FLOOR","PLOT NO: 3337, 1ST FLOOR, SHREE RAJ COMPLEX"
Modified,01053,address.line2,NEHRU ROAD,"NEHRU ROAD, NEAR TRICON SHIVALAYA MANDIR"
Modified,00690,contact,022-25410640,
Modified,02397,address.line2,WARD NO:6,WARD NO:7
Modified,04227,name,SONEPAT RATHDHANA,SONIPAT NARENDRA NAGAR
Modified,04227,coords,"['28.9502944000', '77.0591130000']","['28.9717800000', '77.0315320000']"
Modified,04227,address.line3,"NEAR SHIV MANDIR, RATHDHANA, SECTOR-33",
Modified,04227,address.city,SONEPAT,SONIPAT
Modified,04227,address.line1,"H NO: 162, RUPAN PANA",H NO: 857
Modified,04227,address.line2,"OPP: BITTO SUNAR KI SHOP, NAREL ROAD","NARENDRA NAGAR, GALI NO: 06"
Modified,04227,email,,rathdhana.snp@bkivv.org
Modified,04227,mobile,"7838715158,  8816040477","7678313665, 9654466513"
Modified,05618,address.line3,"TRANSPORT NAGAR, PAYAGIPUR","TRANSPORT NAGAR, LUCKNOW HIGHWAY"
Modified,05618,address.line2,IN FRONT OF HONDA AGENCY,"IN FRONT OF HONDA AGENCY, TRANSPORT NAGAR, PAYAGIPUR"
Modified,05618,email,,transportnagar.sln@bkivv.org
Modified,05618,mobile,"9818560170, 9651591016","9818560170, 9532960170"
Modified,05353,name,HILSA,HILSA (NALANDA)
Modified,05353,address.city,HILSA,HILSA (NALANDA)
Modified,00970,mobile,"8433060129, 9027058612","9027058612, 8433060129"
Modified,02897,address.line3,TEH: FATEHGARH,"TEH: FATEHGARH, KANPUR ROAD"
Modified,02897,address.line1,"SHIV DHARSHAN BHAWAN, HOUSE NO: 94/110","H.NO: 94/110, SHIV DHARSHAN BHAWAN"
Modified,02897,mobile,9935770834,8416976276
Modified,01743,contact,05342-226226,
Modified,01743,address.line3,"KATRA ROAD, SAGARA","KATRA ROAD, SAGARA, TAL: KUNDA"
Modified,01743,mobile,"8808741488, 7393845610","8808741488, 9554522580"
Modified,02933,address.line1,SHIV ANUBHUTI BHAWAN,"SHIV ANUBHUTI BHAWAN, PLOT NO: 365-367, AND 469 TO 470"
Modified,02723,address.line1,GYAN MOTI BHAWAN,"KHASRA NO: 267/1, GYAN MOTI BHAWAN"
Modified,05282,address.line2,"SHIVAJI NAGAR, NEAR WATER TANK, RANIA","SHIVAJI NAGAR, NEAR WATER TANK, RANIA, KALPI ROAD"
Modified,02260,contact,05444- 223367,
Modified,02260,mobile,9452790170,"9452790170, 7355472144"
Modified,00665,contact,020- 25816777,
Modified,05627,section,00021,04384
Modified,01887,name,TAPA,TAPA (BARNALA)
Modified,01887,address.city,TAPA,TAPA (BARNALA)
Modified,05181,name,KOHIR,KOHIR (SANGAREDDY)
Modified,02572,name,TIVSA,TIVSA (AMRAVATI)
Modified,02572,address.line3,TIVSA,"WARD NO: 14, NAGPUR ROAD"
Modified,02572,address.city,TIVSA,TIVSA (AMRAVATI)
Modified,02572,address.line1,"PRABHU DARSHAN BHAWAN, WARD NO: 14","H.NO: 25, PRABHU DARSHAN BHAWAN"
Modified,02572,address.line2,"NEAR STATE BANK OF INDIA, NAGPUR ROAD",NEAR STATE BANK OF INDIA
Modified,05213,coords,"['29.1264370000', '77.0388390000']","['29.1462220000', '77.0455630000']"
Modified,05213,address.line3,G.T. ROAD,"BEGA ROAD, GANAUR"
Modified,05213,address.line1,"H NO: 63, BLOCK NO-C, DIVINE CITY","PLOT NO: 70, PRABHU MILAN BHAWAN"
Modified,05213,address.line2,NEAR MAHA KALIMATA MANDIR,"PANCHVATI COLONY, NEAR OM PUBLIC SCHOOL"
Modified,05246,name,GHEER,GHEER (KARNAL)
Modified,05246,address.city,GHEER,GHEER (KARNAL)
Modified,04393,address.line1,SHIV UPHAR BHAWAN,"SHIV UPHAR BHAWAN, PLOT NO: 61K"
Modified,04826,address.line1,"H NO: 667, WARD NO: 15","KHASRA NO: 5 CHN, WARD NO: 15"
Modified,04826,mobile,9024401344,"9024401344, 8209718968"
Modified,03134,name,MOHOL,MOHOL (SOLAPUR)
Modified,03134,address.city,MOHOL,MOHOL (SOLAPUR)
Modified,03134,address.line1,"PLOT NO:11, 'SHIV DARSHAN BHAWAN'","PLOT NO:11, SHIV DARSHAN BHAWAN"
Modified,03134,mobile,9421031154,"9421031154, 7666306270"
Modified,05336,mobile,"9475474829, 8637027194",8637027194
Modified,05018,name,MILAK,MILAK (RAMPUR)
Modified,01073,name,AHWA,AHWA (THE DANGS)
Modified,01073,address.city,AHWA,AHWA (THE DANGS)
Modified,03718,address.line1,PRABHU DARSHAN BHAWAN,"K.NO: 310432032003, PRABHU DARSHAN BHAWAN"
Modified,05418,address.line1,LALIT BHAWAN,"LALIT BHAWAN, 1ST FLOOR"
Modified,00888,address.line3,"15/197, CIVIL LINES",CIVIL LINES
Modified,00888,address.line1,'RATAN MAHAL',"CHAK NO: 15/197, RATAN MAHAL"
Modified,04957,section,00386,04997
Modified,03622,address.line1,SR NO-3/8A STREET NO-8,SR NO-3/8A
Modified,03622,address.line2,"NEAR SALAVE, LAXMI NAGAR","STREET NO-8, LAXMI NAGAR"
Modified,03347,contact,07233-248333,
Modified,05241,name,ITAWA,ITAWA (KOTA)
Modified,05241,address.city,ITAWA,ITAWA (KOTA)
Modified,05241,address.line1,"WARD NO-34, KHATOLI ROAD ","WARD NO-34, KHATOLI ROAD"
Modified,05241,address.line2,NEAR PETROL PUMP ,NEAR PETROL PUMP
Modified,02376,address.line3,TAL: FATEHGARH,"FATEHGARH ROAD, TAL: FATEHGARH"
Modified,02241,name,BANUR,BANUR (PATIALA)
Modified,02241,address.city,BANUR,BANUR (PATIALA)
Modified,02677,contact,01571- 231276,
Modified,02677,address.line1,"PRABHU MILAN BHAWAN, HOUSE NO: GI 5/97","PRABHU MILAN BHAWAN, H NO: GI 5/97"
Modified,00145,contact,03751- 269619,
Modified,00145,address.line1,MULIABARI BAZAR,"PLOT NO: 348, MULIABARI BAZAR"
Modified,04125,name,REHAN,REHAN (KANGRA)
Modified,04125,address.city,REHAN,REHAN (KANGRA)
Modified,03497,coords,"['18.5109520000', '73.7809190000']","['18.5109810000', '73.7808690000']"
Modified,03497,address.line1,"FLAT NO: 7, INDRANEEL GALAXY","FLAT NO: 6, INDRANEEL GALAXY"
Modified,03497,email,,bavdhan.pun@bkivv.org
Modified,03320,address.line2,"MAIN ROAD, BAZAR PETH","BAZAR PETH, MAIN ROAD"
Modified,03320,email,,nesari@bkivv.org
Modified,00056,address.line1,"DIVYA PRAKASH, C-33","DIVYA PRAKASH, BLOCK NO: C-33"
Modified,01753,name,AHORE,AHORE (JALORE)
Modified,01753,address.city,AHORE,AHORE (JALORE)
Modified,01753,mobile,"9468528477, 9057286409",9468528477
Modified,04906,name,SAHIBGANJ,SAHIBGANJ COURT ROAD
Modified,00398,name,KUDUR,KUDUR (RAMANAGARA)
Modified,01420,mobile,9403261711,"8160594611, 9537836211"
Modified,01494,name,BAHEL,BAHEL (BHIWANI)
Modified,01494,address.city,BAHEL,BAHEL (BHIWANI)
Modified,05408,section,00814,02245
Modified,02519,name,KADI,KADI (MEHSANA)
Modified,02519,address.city,KADI,KADI (MEHSANA)
Modified,04758,address.line2,NEAR (INDIAN OIL) NATIONAL PETROL PUMP,"NEAR (INDIAN OIL) NATIONAL PETROL PUMP, GALI NO-4"
Modified,04825,coords,"['28.7249290000', '78.2828910000']","['28.7262520000', '78.2931050000']"
Modified,04825,address.line3,,HASANPUR
Modified,04825,address.line1,HOUSE OF RAS BIHARI ADVOCATE,OM SHANTI BHAWAN
Modified,04825,address.line2,"AMBEDKAR CHOWK, CITY ROAD","OM SHANTI NAGAR, HASANPUR BYPASS ROAD"
Modified,04825,mobile,"6397406277, 8937074304",6397406277
Modified,02503,mobile,"9467025590, 7015920319","7015920319, 8930485526"
Modified,05069,address.line1,NEAR PATALESHWAR MANDIR,"H NO: 667, NEAR PATALESHWAR MANDIR"
Modified,00348,contact,07744-226370,
Modified,00348,address.line1,'VARDAN BHAWAN',VARDAN BHAWAN
Modified,00348,mobile,9425244940,"9425244940, 9827163104"
Modified,04034,address.line3,MAHESH NAGAR,"NEAR GANDHI CHOWRAHA, MAHESH NAGAR"
Modified,02052,contact,08474- 236976,
Modified,02052,address.line1,SHIVA SMRUTI BHAVAN,"NEW PLOT NO: 1-1-60/18, SHIVA SMRUTI BHAVAN"
Modified,02052,mobile,"9449718709, 8951051154",9449718709
Modified,01371,mobile,9396843484,8978333188
Modified,00693,contact,0251- 2525558,
Modified,03963,name,ZODGA,ZODGA (NASHIK)
Modified,03963,address.city,ZODGA,ZODGA (NASHIK)
Modified,04577,address.line1,"H NO: 2000, 'SWADARSHAN BHAWAN'","H NO: 2000, SWADARSHAN BHAWAN"
Modified,04229,address.line1,"NEAR BALAJI HOSPITAL, CHARTHAWAL BUS STAND","KHASRA NO: 199, NEAR BALAJI HOSPITAL"
Modified,04229,address.line2,SARASWATI VIHAR COLONY,"CHARTHAWAL BUS STAND, SARASWATI VIHAR COLONY"
Modified,02502,name,GIRAD,GIRAD (WARDHA)
Modified,02502,address.city,GIRAD,GIRAD (WARDHA)
Modified,02553,address.line3,"SARKANDA, NUTAN CHOWK","SARKANDA, WARD NO-63, NUTAN CHOWK"
Modified,02553,address.line1,"SHIV VARDANI BHAWAN, WARD NO-63","SHRIRAM VILA, H.NO: 741,"
Modified,02553,mobile,"9826825906, 9981006013","9981006013, 8770697022"
Modified,02553,section,00317,02553
Modified,04292,coords,"['12.8982070000', '77.5586720000']","['12.8945320000', '77.5600030000']"
Modified,04292,address.line3,"I.S.R.O LAYOUT,",I.S.R.O LAYOUT
Modified,04292,address.line1,"H NO: 403, SHREYAS, 6TH MAIN ROAD","H NO: 41, SHIVA DHAM, 6TH MAIN ROAD"
Modified,04292,address.line2,"14TH CROSS, OPP: NAVJYOTHI ELECTRICALS","BIKASIPURA, INSIGHT ACADEMY SCHOOL ROAD"
Modified,04292,mobile,7022093440,"7022093440, 7892411106"
Modified,03797,coords,"['27.7295906000', '78.6244164000']","['27.7293800000', '78.6276580000']"
Modified,03797,address.line3,,MIREHCHI
Modified,03797,address.line1,MAREHRA ROAD,"GATTA NO: 498, GANGAPUR"
Modified,03797,address.line2,NEAR POLICE CHAUKI,JINHAIRA ROAD
Modified,03797,email,,mirehchi@bkivv.org
Modified,03797,mobile,09536929295,9536929295
Modified,03874,name,TALEN,TALEN (RAJGARH)
Modified,03874,address.city,TALEN,TALEN (RAJGARH)
Modified,01589,contact,02933-220734,
Modified,02843,contact,0674-2585907,
Modified,02504,contact,01662- 296811,
Modified,00112,address.line3,,"STREET NO. 1, INDRA COLONY"
Modified,00112,address.line1,'RAJYOGA BHAWAN',RAJYOGA BHAWAN
Modified,00112,address.line2,"INDRA COLONY, STREET NO. 1","BALAJI DWAR, NEAR KRISHNA INTER COLLEGE"
Modified,00560,name,ARVI,ARVI (WARDHA)
Modified,00560,address.line3,SRIRAM WARD NO: 16-4,SRIRAM WARD NO:16-4
Modified,00560,address.city,ARVI,ARVI (WARDHA)
Modified,00560,mobile,"9049941677, 9923608477","9923608477, 9834526530"
Modified,05116,address.line1,HOUSE OF RAMESH SARDA,"H.NO: 957, HOUSE OF RAMESH SARDA"
Modified,00616,mobile,9422590321,"9284443927, 8793193283"
Modified,02648,coords,"['28.4620880000', '77.5334690000']","['28.4599402000', '77.5450490000']"
Modified,02648,address.line1,BLOCK B-248,"BLOCK E-22A, PAAWAN DHAM"
Modified,02648,address.line2,"SECTOR-31, 6TH STREET","4TH CROSS STREET, SECTOR - 36"
Modified,02648,mobile,"9650692066, 8384085133","9650692066, 9810954997"
Modified,01252,mobile,"8105661172, 9448162347",8105661172
Modified,03471,name,TURA,TURA (WEST GARO HILLS)
Modified,03471,address.city,TURA,TURA (WEST GARO HILLS)
Modified,04943,district,MEDCHAL,MEDCHAL-MALKAJGIRI
Modified,04943,address.line3,"BEHIND BIG BAZAR, ",BEHIND BIG BAZAR
Modified,04943,address.line2,NR.SUREKHA HOSPITAL,SUREKHA HOSPITAL ROAD
Modified,04943,mobile,"9550864367, 7989311228",9550864367
Modified,00579,mobile,"9421460518, 9503111139",9503111139
Modified,05613,coords,"['18.4783280000', '73.8194300000']","['18.4799010000', '73.8212510000']"
Modified,05613,address.line1,"FLAT NO-C/8, KAPRE GARDEN","FLAT NO:21, SAI HEIGHTS"
Modified,05613,address.line2,SUN CITY ROAD,"SUN CITY ROAD, NEAR SHANI MARUTI MANDIR"
Modified,05613,email,,anandnagar.pun@bkivv.org
Modified,05613,mobile,"9860309530, 7028792665",9860309530
Modified,02105,coords,"['12.3375401000', '76.5815766000']","['12.3389440000', '76.5826940000']"
Modified,02105,address.line3,"ROTARY SCHOOL ROAD, HOOTAGALLI",HOOTAGALLI
Modified,02105,address.line1,"D NO: 161, M.I.G-1","D NO: 46, H.I.G, GROUP-4, PHASE-2"
Modified,02105,address.line2,"GROUP- 4, KHB COLONY","KHB COLONY, NEAR SARASWATI CONVENTION HALL"
Modified,02105,email,,hootagalli.mys@bkivv.org
Modified,02105,mobile,"7760914929, 9343268418",7760914929
Modified,01130,name,GEVRA,GEVRA (KORBA)
Modified,01130,address.city,GEVRA,GEVRA (KORBA)
Modified,00024,contact,07364- 226071,
Modified,00024,address.line3,WARD NO: 17,"NAGA NAGANI ROAD, WARD NO: 17"
Modified,00024,address.line1,SHIV VARDANI DHAM,"SHIV VARDANI DHAM, H NO: 30"
Modified,00024,address.line2,HARAYAPURA,"NEAR DR. BHAWSAR HOSPITAL, HARAYAPURA"
Modified,00568,address.line3,,"NEAR GANDHI PUTALA, BEHIND GREEN LEAF HOTEL"
Modified,00568,address.line1,"HOUSE NO: 3984, PLOT NO: 3, RAJA YOGA BHAVAN","H NO: 3984, PLOT NO: 3, RAJA YOGA BHAWAN"
Modified,00568,address.line2,"NEAR D.S GROUND, YAWAL ROAD","DR.BABASAHEB AMBEDKAR MAIDAN, YAWAL ROAD"
Modified,03858,name,URGA,URGA (KORBA)
Modified,03858,address.city,URGA,URGA (KORBA)
Modified,00583,contact,02562- 221930,
Modified,00583,address.line1,"PEACE PALACE, H.NO: 113","H.NO: 113, PEACE PALACE"
Modified,03393,name,GODDA,GODDA (JH)
Modified,03393,address.city,GODDA,GODDA (JH)
Modified,04495,coords,"['19.3865340000', '76.0604450000']","['19.3992460000', '76.0547950000']"
Modified,04495,address.line3,TAL: GHANSAWANGI,"KUMBHAR PIMPALGAON, TAL: GHANSAWANGI"
